0.239675516,0.265323618,0.120236531,0.047313362,0.094851636,0.248589089,0.339285714,0.395810364,0.380867762,0.572572573,0.702679711,0.748094959,0.772995538,0.375580076,0.292807704,0.296458376,0.276862501,0.243532468,0.520618557,0.778681507,0.868360034,0.863715367,0.693440712,0.683536523,0.722028689,0.866945699,1,0.981062166,0.896915584,0.578992223,0.485231608,0.557964502,0.431481676,0.285744568,0.056356756,0.218649194,0.136781106,0.371737548,0.605734767,0.553267974,0.227099016,0.526739927,0.491012544,0.556815254,0.695479102,0.260696654,0.170228178,0.408505541,0.457344775,0.174545455,0.327689243,0.189728959,0.036363636,0.166666667,0.210884354,0.097435897,0.153409091,0.109839817,0.08815427,0.120092379,1
0.249262537,0.303043292,0.1021682,0.050879696,0.076845042,0.185434023,0.284090909,0.139360529,0.03302236,0.10968111,0.111867291,0.108880422,0.297394559,0.26255543,0.207443074,0.109708935,0.139881878,0.058597403,0.062802441,0.080693493,0.079679595,0.29976485,0.091872417,0.207458252,0.565163934,0.76605353,0.701439227,0.5881021,0.551846591,0.605305209,0.782234332,0.958885644,0.83576604,0.698993111,0.834305002,1,1,0.778101279,0.556188067,0.366339869,0.257672264,0.274481074,0.381223329,0.433264623,0.42891669,0.300740538,0.238319449,0.322851153,0.282180717,0.042424242,0.097609562,0.221112696,0.615584416,0.096491228,0.444444444,0.266666667,0.096590909,0.212814645,0.253443526,0.108545035,2
0.12979351,0.071581655,0.090670171,0.057774608,0.100431144,0.158022037,0.146915584,0.23109151,0.34769732,0.432003432,0.637601021,0.733147714,0.605873039,0.326595854,0.284682516,0.379299817,0.421821573,0.365402597,0.378077004,0.465539384,0.712373524,0.937122994,1,0.9826862,0.993032787,0.907588942,0.81479147,0.68680527,0.445616883,0.284222861,0.222343324,0.399910133,0.38611782,0.328139905,0.124987215,0.18578629,0.312376995,0.310283872,0.559983133,0.586928105,0.332484076,0.047863248,0.404888142,0.436356609,0.587148138,0.499040044,0.374683086,0.257262653,0.302877335,0.323636364,0.124501992,0.045649073,0.34025974,0.371345029,0.376417234,0.328205128,0.303977273,0.272311213,0.311294766,0.143187067,1
0.45280236,0.453921989,0.496386334,0.278411793,0.347451179,0.292394518,0.230248918,0.187872106,0.300903302,0.498212498,0.734013895,0.728165299,0.711530157,0.528204599,0.654729662,0.869428048,0.977826132,0.930909091,0.780875237,0.719927226,0.674114671,0.371229936,0.011444315,0.026943961,0.253790984,0.211256746,0.184158,0.167455743,0.026785714,0.20432513,0.163160763,0.167041114,0.205397459,0.184843667,0.24997443,0.127016129,0.078941614,0.170531351,0.150010542,0.011982571,0.110364794,0.20989011,0.200310358,0.209482092,0.100653966,0.01769062,0.143969576,0.22821204,0.05906108,0.073939394,0.255976096,0.115549215,0.667532468,0.286549708,0.299319728,0.469230769,0.644886364,0.123569794,0.308539945,0.288683603,1
0.172566372,0.048435491,0.086070959,0.166904422,0.291909713,0.385917764,0.313582251,0.258875413,0.30268029,0.345774346,0.363816816,0.399325909,0.454440766,0.413942456,0.519008928,0.602992062,0.713604808,0.74825974,0.760782664,0.796446918,0.894076728,0.923014007,0.932711667,0.984940068,0.97704918,1,0.989074483,0.904899135,0.726663961,0.548098434,0.434550409,0.372388227,0.168224299,0.078749338,0.027104429,0.133669355,0.240870326,0.173754809,0.13103521,0.230392157,0.163636364,0.273137973,0.326005431,0.188611183,0.095678135,0.132336807,0.270191959,0.337825696,0.233720343,0.233939394,0.139442231,0.027104137,0.163636364,0.409356725,0.013605442,0.330769231,0.127840909,0.551487414,0.209366391,0.15704388,1
0.143067847,0.079297042,0.130091984,0.062529719,0.160030434,0.396936307,0.380140693,0.297023153,0.440248778,0.543543544,0.455834397,0.503077374,0.541096876,0.313292771,0.331026181,0.289029106,0.204642006,0.104519481,0.310961498,0.403681507,0.461424958,0.353542583,0.404365794,0.473824403,0.611372951,0.697764071,0.645340897,0.762144916,0.795150162,0.848407372,0.958147139,0.741968097,0.459309041,0.338844727,0.120998261,0.107560484,0.118303083,0.149422897,0.340923466,0.589542484,0.651766068,0.613064713,0.712789344,0.64764236,1,0.809654416,0.736870699,0.82689428,0.799596164,0.618181818,0.053784861,0.099857347,0.509090909,0.274853801,0.074829932,0.069230769,0.167613636,0.19221968,0.190082645,0.083140878,1
0.212389381,0.148735534,0.156044678,0.130765573,0.0253614,0.336468691,0.387445887,0.235501654,0.276913964,0.32046332,0.369913512,0.377491208,0.200662156,0,0.064399639,0.130470181,0.17832349,0.235844156,0.245529139,0.389233733,0.545215008,0.692260505,0.708169969,0.75637742,0.922336066,1,0.997793886,0.824722108,0.698863636,0.69542985,0.698746594,0.511907437,0.221253807,0.080233174,0.056561317,0.028629032,0.133500984,0.149734845,0.103099304,0.079738562,0.015286624,0.16007326,0.200698306,0.199433136,0.187517771,0.135079539,0.227816009,0.285714286,0.246845028,0.292121212,0.041832669,0.111269615,0.106493506,0.339181287,0.068027211,0.079487179,0.088068182,0.173913043,0.096418733,0.096997691,1
0.073746313,0.061723103,0.039750329,0.004279601,0.036520416,0.256920183,0.267857143,0.084895259,0.126758478,0.088803089,0.063944421,0.056565064,0.125377861,0.093843457,0.169525529,0.246488907,0.298725521,0.35761039,0.394382495,0.381100171,0.414945194,0.394233718,0.290664406,0.386538265,0.432991803,0.47329001,0.742830129,0.948847262,1,0.902418238,0.850245232,0.805099978,0.712485561,0.629570747,0.558146671,0.572278226,0.543734966,0.341998544,0.136833228,0.081590414,0.033121019,0.224053724,0.34695461,0.371940222,0.332812056,0.228743829,0.183810214,0.357891584,0.355376073,0.202424242,0.106573705,0.118402282,0.028571429,0.216374269,0.131519274,0.056410256,0.073863636,0.077803204,0.190082645,0.080831409,2
0.15339233,0.158165452,0.154073587,0.09914408,0.14709612,0.131416286,0.194805195,0.009481808,0.090182141,0.196482196,0.122926414,0.207796014,0.525262703,0.342889553,0.168723041,0.099124771,0,0.355428571,0.72659373,0.991973459,0.979131535,0.886514671,0.65158419,0.414609159,0.321106557,0.709879943,0.959134363,0.727562783,0.478084416,0.104506232,0.27520436,0.414738261,0.282789037,0.32782194,0.325764549,0.212298387,0.230920621,0.24363107,0.137992832,0.291394336,0.254545455,0.205616606,0.274279064,0.14158722,0.14003412,0.174300603,0.264215864,0.348607367,0.392226148,0.532121212,0.060756972,0.195435093,0.319480519,0.394736842,0.117913832,0.115384615,0.176136364,0.205949657,0.159779614,0.036951501,2
0.14380531,0.049292756,0.061760841,0.232524964,0.407811311,0.084923408,0.186688312,0.17045204,0.062046498,0.081939082,0.118531122,0.220545135,0.363610191,0.290192843,0.355502056,0.492163647,0.586674956,0.633246753,0.796654744,0.893835616,0.884696459,0.932317759,1,0.908001229,0.845901639,0.765062232,0.757117344,0.765129683,0.621347403,0.392883775,0.173841962,0.08919344,0.124225559,0.255007949,0.372200061,0.390927419,0.316750492,0.199542477,0.303499895,0.425381264,0.461378112,0.482539683,0.435794646,0.324400928,0.298692067,0.16195831,0.208257878,0.164719976,0.147905098,0.221818182,0.103585657,0.155492154,0.249350649,0.149122807,0.056689342,0.243589744,0.21875,0.23798627,0.44077135,0.29330254,1
